decision_id,title,initiating_initiative_id,linked_initiative_ids,linked_ops_action_ids,linked_policies,linked_topic_ids,decision_class,status,reversibility,decided_at,decision_log_path,supersedes_decision_id,summary,notes,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review
D-IH-07-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-07,INIT-OPENCLAW_AKOS-07,,,,,closure,active,low,2026-04-15,docs/wip/planning/07-hlk-neo4j-graph-projection/decision-log.md,,Closes INIT-OPENCLAW_AKOS-07 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-10-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-10,INIT-OPENCLAW_AKOS-10,,,,,closure,active,low,2026-04-15,docs/wip/planning/10-madeira-eval-hardening/decision-log.md,,Closes INIT-OPENCLAW_AKOS-10 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-15-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-15,INIT-OPENCLAW_AKOS-15,,,,,closure,active,low,2026-04-20,docs/wip/planning/15-hlk-api-lifecycle-governance/decision-log.md,,Closes INIT-OPENCLAW_AKOS-15 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-18-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-18,INIT-OPENCLAW_AKOS-18,,,,,closure,active,low,2026-04-23,docs/wip/planning/18-hlk-finops-counterparty-stripe/decision-log.md,,Closes INIT-OPENCLAW_AKOS-18 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-21-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-21,INIT-OPENCLAW_AKOS-21,,,,,closure,active,low,2026-04-28,docs/wip/planning/21-hlk-adviser-engagement-and-goipoi/decision-log.md,,Closes INIT-OPENCLAW_AKOS-21 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-22-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-22,INIT-OPENCLAW_AKOS-22,,,,,closure,active,low,2026-04-29,docs/wip/planning/22-hlk-scalability-and-i21-closures/decision-log.md,,Closes INIT-OPENCLAW_AKOS-22 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-23-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-23,INIT-OPENCLAW_AKOS-23,,,,,closure,active,low,2026-04-29,docs/wip/planning/23-hlk-program-registry-and-program-2/decision-log.md,,Closes INIT-OPENCLAW_AKOS-23 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-25-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-25,INIT-OPENCLAW_AKOS-25,,,,,closure,active,low,2026-04-29,docs/wip/planning/25-hlk-topic-graph-and-km-scalability/decision-log.md,,Closes INIT-OPENCLAW_AKOS-25 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-26-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-26,INIT-OPENCLAW_AKOS-26,,,,,closure,active,low,2026-04-29,docs/wip/planning/26-hlk-ops-hardening/decision-log.md,,Closes INIT-OPENCLAW_AKOS-26 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-28-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-28,INIT-OPENCLAW_AKOS-28,,,,,closure,active,low,2026-05-05,docs/wip/planning/28-investor-style-company-dossier/decision-log.md,,Closes INIT-OPENCLAW_AKOS-28 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-29-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-29,INIT-OPENCLAW_AKOS-29,,,,,closure,active,low,2026-05-05,docs/wip/planning/29-multi-phase-consolidation/decision-log.md,,Closes INIT-OPENCLAW_AKOS-29 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-30-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-30,INIT-OPENCLAW_AKOS-30,,,,,closure,active,low,2026-05-05,docs/wip/planning/30-deck-moat-surgery/decision-log.md,,Closes INIT-OPENCLAW_AKOS-30 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-31-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-31,INIT-OPENCLAW_AKOS-31,,,,,closure,active,low,2026-05-05,docs/wip/planning/31-holistik-ops-discovery/decision-log.md,,Closes INIT-OPENCLAW_AKOS-31 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-32-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-32,INIT-OPENCLAW_AKOS-32,,,,,closure,active,low,2026-05-04,docs/wip/planning/32-holistik-ops-maturation/decision-log.md,,Closes INIT-OPENCLAW_AKOS-32 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-45-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-45,INIT-OPENCLAW_AKOS-45,,,,,closure,active,low,2026-05-04,docs/wip/planning/45-live-eval-harness/decision-log.md,,Closes INIT-OPENCLAW_AKOS-45 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-46-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-46,INIT-OPENCLAW_AKOS-46,,,,,closure,active,low,2026-05-03,docs/wip/planning/46-neo4j-strategic-posture/decision-log.md,,Closes INIT-OPENCLAW_AKOS-46 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-47-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-47,INIT-OPENCLAW_AKOS-47,,,,,closure,active,low,2026-05-02,docs/wip/planning/47-user-centric-uat/decision-log.md,,Closes INIT-OPENCLAW_AKOS-47 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-48-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-48,INIT-OPENCLAW_AKOS-48,,,,,closure,active,low,2026-05-02,docs/wip/planning/48-operator-dossier/decision-log.md,,Closes INIT-OPENCLAW_AKOS-48 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-49-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-49,INIT-OPENCLAW_AKOS-49,,,,,closure,active,low,2026-05-03,docs/wip/planning/49-madeira-management-rollup/decision-log.md,,Closes INIT-OPENCLAW_AKOS-49 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-50-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-50,INIT-OPENCLAW_AKOS-50,,,,,closure,active,low,2026-05-03,docs/wip/planning/50-live-cycle-closure/decision-log.md,,Closes INIT-OPENCLAW_AKOS-50 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-51-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-51,INIT-OPENCLAW_AKOS-51,,,,,closure,active,low,2026-05-03,docs/wip/planning/51-persona-calibration-cleanup/decision-log.md,,Closes INIT-OPENCLAW_AKOS-51 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-52-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-52,INIT-OPENCLAW_AKOS-52,,,,,closure,active,low,2026-05-03,docs/wip/planning/52-multi-model-judge-and-cost-discipline/decision-log.md,,Closes INIT-OPENCLAW_AKOS-52 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-53-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-53,INIT-OPENCLAW_AKOS-53,,,,,closure,active,low,2026-05-03,docs/wip/planning/53-graphrag-poc-closure/decision-log.md,,Closes INIT-OPENCLAW_AKOS-53 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-54-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-54,INIT-OPENCLAW_AKOS-54,,,,,closure,active,low,2026-05-04,docs/wip/planning/54-surface-test-hardening/decision-log.md,,Closes INIT-OPENCLAW_AKOS-54 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-57-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-57,INIT-OPENCLAW_AKOS-57,,,,,closure,active,low,2026-05-04,docs/wip/planning/57-cycle-closeout-live-validation/decision-log.md,,Closes INIT-OPENCLAW_AKOS-57 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-58-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-58,INIT-OPENCLAW_AKOS-58,,,,,closure,active,low,2026-05-06,docs/wip/planning/58-cycle-2-multi-track-forward/decision-log.md,,Closes INIT-OPENCLAW_AKOS-58 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md,,,,
D-IH-OPS-1,Full-parity Supabase reconciliation approved,INIT-OPENCLAW_AKOS-22A,,,,,execution,active,medium,2026-05-04,docs/wip/planning/22a-i22-post-closure-followups/decision-log.md,,Reverse-import + apply migrations to bring MasterData Supabase to ledger parity (I49 + I51 + I14-phase-3).,,,,,
D-IH-OPS-2,Rename I14 Phase 3 migration to clean tail timestamp,INIT-OPENCLAW_AKOS-22A,,,,,execution,active,low,2026-05-04,docs/wip/planning/22a-i22-post-closure-followups/decision-log.md,,Idempotent reapply at 20260503190000 to keep migration ledger linear.,,,,,
D-IH-OPS-3,Reverse-import kirbe.monitoring_logs_retention to git,INIT-OPENCLAW_AKOS-22A,,,,,execution,active,low,2026-05-04,docs/wip/planning/22a-i22-post-closure-followups/decision-log.md,,Pre-existing remote body imported to git so git remains SSOT.,,,,,
D-IH-46-Decision-P3-NO-SHIP-2026-05-03,GraphRAG PoC NO-SHIP verdict (D-IH-46-E non-additive bar),INIT-OPENCLAW_AKOS-46,,OPS-53-1,,,closure,active,high,2026-05-03,docs/wip/planning/46-neo4j-strategic-posture/decision-log.md,,Non-additive bar (≥3pp / ≥30% / ≥40%) not cleared; ship deferred under conditional gate.,,,,,
D-IH-58-I,Judge live-API wiring + roster pivot under operator go-all-out,INIT-OPENCLAW_AKOS-58,,OPS-58-1;OPS-58-2,,,execution,active,medium,2026-05-06,docs/wip/planning/58-cycle-2-multi-track-forward/decision-log.md,,Wired _call_member_via_api for live Anthropic + OpenAI dispatch; pivoted to all-Anthropic roster after key probe.,,,,,
D-IH-58-J,OPS-58-3 forwarded as engineering follow-up,INIT-OPENCLAW_AKOS-58,,OPS-58-3,,,scope,active,high,2026-05-06,docs/wip/planning/58-cycle-2-multi-track-forward/decision-log.md,,Persona-aware offline _heuristic_persona_fit fix (RICE 149) closes the persona=None rubric gap.,,,,,
D-IH-58-K,OpenAI key rotation forwarded as operator action,INIT-OPENCLAW_AKOS-58,,OPS-58-2,,,execution,active,high,2026-05-06,docs/wip/planning/58-cycle-2-multi-track-forward/decision-log.md,,Existing key returns 401; operator rotates and updates ~/.openclaw/.env (RICE 144).,,,,,
D-IH-65-A,Panel placement (new top-level operator group /operator/planning/),INIT-OPENCLAW_AKOS-65,,,,,architecture,active,medium,2026-05-07,docs/wip/planning/65-akos-planning-workspace-panel/decision-log.md,,New top-level /operator/planning/ group; existing /operator/initiatives stays as registry-rolled view; no nesting under /mission-control to keep MC at 7 tiles.,,,,,
D-IH-65-B,"Markdown rendering source (live GitHub Contents API, 60s cache, 5-min Supabase fallback)",INIT-OPENCLAW_AKOS-65,,,,,architecture,active,low,2026-05-07,docs/wip/planning/65-akos-planning-workspace-panel/decision-log.md,,GitHub is SSOT for markdown; mirror lag rejected; deploy-time prebuild rejected; primary path is GitHub Contents API; secondary cache fallback only on outage.,,,,,
D-IH-65-C,Time-travel via ?ref=<sha> query string (with date-picker resolver),INIT-OPENCLAW_AKOS-65,,,,,architecture,active,low,2026-05-07,docs/wip/planning/65-akos-planning-workspace-panel/decision-log.md,,Use git-native history via GitHub Contents ?ref=<sha>; reject Supabase historical snapshots (duplicates git); date-picker resolver via git rev-list --before; feature-flagged off if not ready by P3.,,,,,
D-IH-66-A,Brand architecture pattern,INIT-OPENCLAW_AKOS-66,,,,,architecture,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Branded House selected for one legal entity one umbrella brand and three delivery modes.,,,,,
D-IH-66-B,Sub-mark voice tier,INIT-OPENCLAW_AKOS-66,,,,,architecture,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Two-tier voice model selected for master voice plus delivery-mode modulation.,,,,,
D-IH-66-C,Trademark filing scope,INIT-OPENCLAW_AKOS-66,,,,,scope,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Strategy and ready-to-sign filing data delivered while submission remains operator and counsel driven.,,,,,
D-IH-66-D,Spanish and French voice canonicals,INIT-OPENCLAW_AKOS-66,,,,,scope,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Spanish deep enrichment and French canonical selected based on transcript evidence.,,,,,
D-IH-66-E,Manifesto rewrite scope,INIT-OPENCLAW_AKOS-66,,,,,scope,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,All five manifesto entries kept in scope to avoid known drift.,,,,,
D-IH-66-F,Other website content scope,INIT-OPENCLAW_AKOS-66,,,,,scope,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Home services tech-lab how-we-work and vision surfaces kept in P5 scope with direct-access correction later.,,,,,
D-IH-66-G,Boilerplate default theme,INIT-OPENCLAW_AKOS-66,,,,,architecture,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Boilerplate dark default preserved while operator surface theme remains separate.,,,,,
D-IH-66-H,Legacy dashboard and auth boundary,INIT-OPENCLAW_AKOS-66,,,,,governance,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Legacy dashboard and auth routes are out of Impeccable scope and protected by noindex posture.,,,,,
D-IH-66-I,Vision artifact split,INIT-OPENCLAW_AKOS-66,,,,,architecture,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,One BRAND_VISION canonical with public-region markers selected over two SSOTs.,,,,,
D-IH-66-J,I67 paired research input scope,INIT-OPENCLAW_AKOS-66,INIT-OPENCLAW_AKOS-67,,,,scope,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Transcript evidence feeds both I66 voice mining and I67 funnel mining.,,,,,
D-IH-66-K,I67 scaffold strength,INIT-OPENCLAW_AKOS-66,INIT-OPENCLAW_AKOS-67,,,,scope,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,I67 scaffold remains research-first and deliberately underlocked.,,,,,
D-IH-66-L,I66 packaging model,INIT-OPENCLAW_AKOS-66,,,,,governance,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Mega initiative with checkpoints selected over artificial split initiatives.,,,,,
D-IH-66-M,Baseline Reality canonical visibility,INIT-OPENCLAW_AKOS-66,,,,,governance,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Dual-register matrix selected for internal rigor and external safe messaging.,,,,,
D-IH-66-N,HLK abbreviation governance,INIT-OPENCLAW_AKOS-66,,,,,governance,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,HLK allowed only in governed paired contexts and technical contexts.,,,,,
D-IH-66-O,Logo audit decisions,INIT-OPENCLAW_AKOS-66,,,,,architecture,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Multi-context logo system selected with Hi monogram primary and RGB rings deprecated.,,,,,
D-IH-66-P,Agent checkpoint discipline,INIT-OPENCLAW_AKOS-66,,,,,governance,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Long-running pause and self-checkpoint discipline codified as a cursor rule.,,,,,
D-IH-66-Q,Methodology track-record evidence,INIT-OPENCLAW_AKOS-66,,,,,governance,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Anonymized founder track record selected for investor and credibility materials.,,,,,
D-IH-66-R,Intelligence working space,INIT-OPENCLAW_AKOS-66,,,,,architecture,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,docs/wip/intelligence selected for operator-private working artifacts.,,,,,
D-IH-66-S,Impeccable baseline reality gate,INIT-OPENCLAW_AKOS-66,,,,,architecture,active,low,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,BASELINE_REALITY.md added as Impeccable setup gate for multi-audience surfaces.,,,,,
D-IH-66-T,I67 RevOps Discovery naming,INIT-OPENCLAW_AKOS-66,INIT-OPENCLAW_AKOS-67,,,,scope,active,medium,2026-05-08,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,RevOps Discovery selected as broader successor frame pending research validation.,,,,,
D-IH-66-U,Trademark filing scope expansion,INIT-OPENCLAW_AKOS-66,,,,,scope,active,medium,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Trademark filing scope expanded to 7 marks across EUIPO and OEPM with ready-to-sign data per TRADEMARK_FILING_STRATEGY_2026-05; operator and counsel drive submission per D-IH-66-C handoff boundary.,,,,,
D-IH-66-V,Trademark naming governance SOP,INIT-OPENCLAW_AKOS-66,,,,,governance,active,low,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,8-step naming governance SOP (SOP-TRADEMARK_NAMING_GOVERNANCE_001) with mandatory operator pause-point at Step 6 for any new sub-mark or product brand; binds 17th active I66 SOP.,,,,,
D-IH-66-W,"Legal templates suite (NDA, DPA, MSA, SOW) plus boilerplate legal pages",INIT-OPENCLAW_AKOS-66,,,,,architecture,active,low,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,"Four legal templates (mutual NDA, GDPR Art 28 DPA, 11-section MSA, per-engagement SOW) plus 3 boilerplate website pages (cookies, privacy, terms) anchored to Holistika Research SL Branded House per D-IH-66-A.",,,,,
D-IH-66-X,SOP-META cross-reference section for active I66 SOPs,INIT-OPENCLAW_AKOS-66,,,,,governance,active,low,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,SOP-META_PROCESS_MGMT_001 section 7 added 5 sub-tables cross-referencing all 16 active I66 SOPs; closes the markdown-only-reference gap that validators cannot otherwise catch.,,,,,
D-IH-66-Y,Per-initiative files-modified.csv tracking discipline,INIT-OPENCLAW_AKOS-66,,,,,governance,active,low,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Every initiative folder under docs/wip/planning/<NN-slug>/ carries a files-modified.csv tracking every file change across all initiative commits with rich per-row metadata; codified in akos-planning-traceability cursor rule.,,,,,
D-IH-66-Z,files-modified.csv schema extension to 18 columns,INIT-OPENCLAW_AKOS-66,,,,,governance,active,low,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,"files-modified.csv schema extended from 14 to 18 columns (added role_owner, area, entity, repo); process_ids re-attributed thoroughly so every brand-related file maps to at least its governing process.",,,,,
D-IH-66-AA,Strict-mode jargon promotion,INIT-OPENCLAW_AKOS-66,,,,,governance,active,medium,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,"Brand jargon audit promoted to strict-mode; AKOS, RBAC, RLS, pgvector, FDW, KM, MASTER, and TODO[OPERATOR-x] forbidden in customer-facing prose per BRAND_JARGON_AUDIT.md section 4.",,,,,
D-IH-66-AB,Vercel build-failure patterns canon,INIT-OPENCLAW_AKOS-66,,,,,governance,active,low,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,Vercel build-failure pattern catalog documented as canonical reference; informs CICD recovery discipline that I68 absorbs as automation per D-IH-66-AC.,,,,,
D-IH-66-AC,Recurrent CICD smoke discipline cursor rule (I68 inception),INIT-OPENCLAW_AKOS-66,INIT-OPENCLAW_AKOS-68,,,,architecture,active,medium,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,akos-deploy-health.mdc cursor rule generalised by removing boilerplate-specific tunnel vision; this rule is the discipline while I68 is the automation; inception decision for I68 CICD Discipline plus Observability Maturity initiative.,,,,,
D-IH-66-AD,Direct-access /services and /how-we-work routing,INIT-OPENCLAW_AKOS-66,,,,,scope,active,medium,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/decision-log.md,,P5 /services and /how-we-work pages exist as direct-access (known-route) until RevOps and marketing sweep matures the surrounding journeys; not yet exposed via public navigation.,,,,,
D-IH-66-CLOSURE,I66 closure,INIT-OPENCLAW_AKOS-66,INIT-OPENCLAW_AKOS-67,,,,closure,active,low,2026-05-09,docs/wip/planning/66-brand-vision-ops-sweep/reports/uat-i66-brand-vision-ops-sweep-2026-05-09.md,,I66 P0-P8 completed and I67 scaffolded as gated successor.,,,,,
