decision_id,title,initiating_initiative_id,linked_initiative_ids,linked_ops_action_ids,linked_policies,linked_topic_ids,decision_class,status,reversibility,decided_at,decision_log_path,supersedes_decision_id,summary,notes
D-IH-07-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-07,INIT-OPENCLAW_AKOS-07,,,,,closure,active,low,2026-04-15,docs/wip/planning/07-hlk-neo4j-graph-projection/decision-log.md,,Closes INIT-OPENCLAW_AKOS-07 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-10-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-10,INIT-OPENCLAW_AKOS-10,,,,,closure,active,low,2026-04-15,docs/wip/planning/10-madeira-eval-hardening/decision-log.md,,Closes INIT-OPENCLAW_AKOS-10 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-15-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-15,INIT-OPENCLAW_AKOS-15,,,,,closure,active,low,2026-04-20,docs/wip/planning/15-hlk-api-lifecycle-governance/decision-log.md,,Closes INIT-OPENCLAW_AKOS-15 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-18-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-18,INIT-OPENCLAW_AKOS-18,,,,,closure,active,low,2026-04-23,docs/wip/planning/18-hlk-finops-counterparty-stripe/decision-log.md,,Closes INIT-OPENCLAW_AKOS-18 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-21-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-21,INIT-OPENCLAW_AKOS-21,,,,,closure,active,low,2026-04-28,docs/wip/planning/21-hlk-adviser-engagement-and-goipoi/decision-log.md,,Closes INIT-OPENCLAW_AKOS-21 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-22-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-22,INIT-OPENCLAW_AKOS-22,,,,,closure,active,low,2026-04-29,docs/wip/planning/22-hlk-scalability-and-i21-closures/decision-log.md,,Closes INIT-OPENCLAW_AKOS-22 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-23-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-23,INIT-OPENCLAW_AKOS-23,,,,,closure,active,low,2026-04-29,docs/wip/planning/23-hlk-program-registry-and-program-2/decision-log.md,,Closes INIT-OPENCLAW_AKOS-23 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-25-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-25,INIT-OPENCLAW_AKOS-25,,,,,closure,active,low,2026-04-29,docs/wip/planning/25-hlk-topic-graph-and-km-scalability/decision-log.md,,Closes INIT-OPENCLAW_AKOS-25 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-26-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-26,INIT-OPENCLAW_AKOS-26,,,,,closure,active,low,2026-04-29,docs/wip/planning/26-hlk-ops-hardening/decision-log.md,,Closes INIT-OPENCLAW_AKOS-26 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-28-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-28,INIT-OPENCLAW_AKOS-28,,,,,closure,active,low,2026-05-05,docs/wip/planning/28-investor-style-company-dossier/decision-log.md,,Closes INIT-OPENCLAW_AKOS-28 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-29-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-29,INIT-OPENCLAW_AKOS-29,,,,,closure,active,low,2026-05-05,docs/wip/planning/29-multi-phase-consolidation/decision-log.md,,Closes INIT-OPENCLAW_AKOS-29 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-30-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-30,INIT-OPENCLAW_AKOS-30,,,,,closure,active,low,2026-05-05,docs/wip/planning/30-deck-moat-surgery/decision-log.md,,Closes INIT-OPENCLAW_AKOS-30 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-31-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-31,INIT-OPENCLAW_AKOS-31,,,,,closure,active,low,2026-05-05,docs/wip/planning/31-holistik-ops-discovery/decision-log.md,,Closes INIT-OPENCLAW_AKOS-31 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-32-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-32,INIT-OPENCLAW_AKOS-32,,,,,closure,active,low,2026-05-04,docs/wip/planning/32-holistik-ops-maturation/decision-log.md,,Closes INIT-OPENCLAW_AKOS-32 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-45-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-45,INIT-OPENCLAW_AKOS-45,,,,,closure,active,low,2026-05-04,docs/wip/planning/45-live-eval-harness/decision-log.md,,Closes INIT-OPENCLAW_AKOS-45 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-46-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-46,INIT-OPENCLAW_AKOS-46,,,,,closure,active,low,2026-05-03,docs/wip/planning/46-neo4j-strategic-posture/decision-log.md,,Closes INIT-OPENCLAW_AKOS-46 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-47-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-47,INIT-OPENCLAW_AKOS-47,,,,,closure,active,low,2026-05-02,docs/wip/planning/47-user-centric-uat/decision-log.md,,Closes INIT-OPENCLAW_AKOS-47 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-48-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-48,INIT-OPENCLAW_AKOS-48,,,,,closure,active,low,2026-05-02,docs/wip/planning/48-operator-dossier/decision-log.md,,Closes INIT-OPENCLAW_AKOS-48 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-49-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-49,INIT-OPENCLAW_AKOS-49,,,,,closure,active,low,2026-05-03,docs/wip/planning/49-madeira-management-rollup/decision-log.md,,Closes INIT-OPENCLAW_AKOS-49 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-50-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-50,INIT-OPENCLAW_AKOS-50,,,,,closure,active,low,2026-05-03,docs/wip/planning/50-live-cycle-closure/decision-log.md,,Closes INIT-OPENCLAW_AKOS-50 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-51-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-51,INIT-OPENCLAW_AKOS-51,,,,,closure,active,low,2026-05-03,docs/wip/planning/51-persona-calibration-cleanup/decision-log.md,,Closes INIT-OPENCLAW_AKOS-51 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-52-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-52,INIT-OPENCLAW_AKOS-52,,,,,closure,active,low,2026-05-03,docs/wip/planning/52-multi-model-judge-and-cost-discipline/decision-log.md,,Closes INIT-OPENCLAW_AKOS-52 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-53-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-53,INIT-OPENCLAW_AKOS-53,,,,,closure,active,low,2026-05-03,docs/wip/planning/53-graphrag-poc-closure/decision-log.md,,Closes INIT-OPENCLAW_AKOS-53 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-54-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-54,INIT-OPENCLAW_AKOS-54,,,,,closure,active,low,2026-05-04,docs/wip/planning/54-surface-test-hardening/decision-log.md,,Closes INIT-OPENCLAW_AKOS-54 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-57-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-57,INIT-OPENCLAW_AKOS-57,,,,,closure,active,low,2026-05-04,docs/wip/planning/57-cycle-closeout-live-validation/decision-log.md,,Closes INIT-OPENCLAW_AKOS-57 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-58-CLOSURE,Closure decision for INIT-OPENCLAW_AKOS-58,INIT-OPENCLAW_AKOS-58,,,,,closure,active,low,2026-05-06,docs/wip/planning/58-cycle-2-multi-track-forward/decision-log.md,,Closes INIT-OPENCLAW_AKOS-58 (status: closed); seeded from INITIATIVE_REGISTRY.csv during I59 P3.,auto-seeded from initiative_registry; verify prose body in decision-log.md
D-IH-OPS-1,Full-parity Supabase reconciliation approved,INIT-OPENCLAW_AKOS-22A,,,,,execution,active,medium,2026-05-04,docs/wip/planning/22a-i22-post-closure-followups/decision-log.md,,Reverse-import + apply migrations to bring MasterData Supabase to ledger parity (I49 + I51 + I14-phase-3).,
D-IH-OPS-2,Rename I14 Phase 3 migration to clean tail timestamp,INIT-OPENCLAW_AKOS-22A,,,,,execution,active,low,2026-05-04,docs/wip/planning/22a-i22-post-closure-followups/decision-log.md,,Idempotent reapply at 20260503190000 to keep migration ledger linear.,
D-IH-OPS-3,Reverse-import kirbe.monitoring_logs_retention to git,INIT-OPENCLAW_AKOS-22A,,,,,execution,active,low,2026-05-04,docs/wip/planning/22a-i22-post-closure-followups/decision-log.md,,Pre-existing remote body imported to git so git remains SSOT.,
D-IH-46-Decision-P3-NO-SHIP-2026-05-03,GraphRAG PoC NO-SHIP verdict (D-IH-46-E non-additive bar),INIT-OPENCLAW_AKOS-46,,OPS-53-1,,,closure,active,high,2026-05-03,docs/wip/planning/46-neo4j-strategic-posture/decision-log.md,,Non-additive bar (≥3pp / ≥30% / ≥40%) not cleared; ship deferred under conditional gate.,
D-IH-58-I,Judge live-API wiring + roster pivot under operator go-all-out,INIT-OPENCLAW_AKOS-58,,OPS-58-1;OPS-58-2,,,execution,active,medium,2026-05-06,docs/wip/planning/58-cycle-2-multi-track-forward/decision-log.md,,Wired _call_member_via_api for live Anthropic + OpenAI dispatch; pivoted to all-Anthropic roster after key probe.,
D-IH-58-J,OPS-58-3 forwarded as engineering follow-up,INIT-OPENCLAW_AKOS-58,,OPS-58-3,,,scope,active,high,2026-05-06,docs/wip/planning/58-cycle-2-multi-track-forward/decision-log.md,,Persona-aware offline _heuristic_persona_fit fix (RICE 149) closes the persona=None rubric gap.,
D-IH-58-K,OpenAI key rotation forwarded as operator action,INIT-OPENCLAW_AKOS-58,,OPS-58-2,,,execution,active,high,2026-05-06,docs/wip/planning/58-cycle-2-multi-track-forward/decision-log.md,,Existing key returns 401; operator rotates and updates ~/.openclaw/.env (RICE 144).,
D-IH-65-A,Panel placement (new top-level operator group /operator/planning/),INIT-OPENCLAW_AKOS-65,,,,,architecture,active,medium,2026-05-07,docs/wip/planning/65-akos-planning-workspace-panel/decision-log.md,,New top-level /operator/planning/ group; existing /operator/initiatives stays as registry-rolled view; no nesting under /mission-control to keep MC at 7 tiles.,
D-IH-65-B,"Markdown rendering source (live GitHub Contents API, 60s cache, 5-min Supabase fallback)",INIT-OPENCLAW_AKOS-65,,,,,architecture,active,low,2026-05-07,docs/wip/planning/65-akos-planning-workspace-panel/decision-log.md,,GitHub is SSOT for markdown; mirror lag rejected; deploy-time prebuild rejected; primary path is GitHub Contents API; secondary cache fallback only on outage.,
D-IH-65-C,Time-travel via ?ref=<sha> query string (with date-picker resolver),INIT-OPENCLAW_AKOS-65,,,,,architecture,active,low,2026-05-07,docs/wip/planning/65-akos-planning-workspace-panel/decision-log.md,,Use git-native history via GitHub Contents ?ref=<sha>; reject Supabase historical snapshots (duplicates git); date-picker resolver via git rev-list --before; feature-flagged off if not ready by P3.,
